question,entity,attribute,answer,predict_answer
你知道魔兽世界是谁的吗？,魔兽世界,运营,全球：暴雪娱乐 大陆：第九城市（2005年6月6日－2009年6月6日） 台港：智凡迪 大陆：网之易（2009年9月19日－ ）,英语，中文等等
我想知道上海路是什么地方？,上海11路,派车厂,重庆南路停车场,南京市鼓楼区
你知道我国国防部的主要官员有谁吗？,中华民国国防部,主要官员,严明,1964年（作为现在的部门）
你知道委内瑞拉独立日节日是什么样的吗？,委内瑞拉独立日,节日活动,上万名军人和民众一起举行游行庆典,纪念日
你知道终极金字塔是什么类型的小说啊？,终极金字塔,小说分类,言情小说,古典言情
港铁都城嘉慕电动列车是什么时候造的啊？,港铁都城嘉慕电动列车,制造年份,1976年-1997年,第1、2代：都城嘉慕 第3代：gec alsthom
你知道神雕侠侣的歌曲是什么吗？,神雕侠侣,插曲,陈翔、张馨予《问世间》,周华健
你知道新疆农业科学院粮食作物研究所啊？,新疆农业科学院粮食作物研究所,单位性质,科研事业,59人
嚼头怎么解释啊？,嚼头,解释1,指经得起咀嚼的厚味,嚼起来有韧性
你知道中国共产党第十六届中央委员会第五次全体会议是什么时候举行吗？,中国共产党第十六届中央委员会第五次全体会议,举行时间,2005年10月8日至11日,北京
林晖闵喜欢的明星是什么啊？,林晖闵,偶像,五月天、罗志祥、super junior,田径、跆拳道
海略10年内人口增长率是多大啊？,海略,• 人口增长 （10年内）,-0.08 %,-0.08%
你知道美俗的历史资料在什么书上吗？,美俗,历史资料,《汉书·何并传》,48.00元/期；288.00元/年
还略的区政中心中心是什么地方？,海略,区政中心,福斯纳沃格,vire
你知道龙吟的第二章吗？,龙呤,第二章,江边牧童,罗网*
球座尾孢的拉丁是什么啊？,球座尾孢,拉丁纲名,fungi imperficti,moniliales
Google搜索是商业性质吗？,google搜索,商业性质？,是,google公司
在线杀毒是免费的吗？,免费在线杀毒,费用,免费,公司地址
你知道李忠是谁吗？,李忠,民族族群,汉族,男
我想知道些路迪足球队有什么球场吗？,些路迪足球队,内容二,主场球场,球队历史
你知道著名人物是什么啊？,首相,著名人物,安倍晋三、卡梅伦等,1985-10-1
北区马科恩-赖肖尔表记法是谁啊？,北区,• 马科恩-赖肖尔表记法,puk-ku,三分精准，抢断意识良好，无球跑动
2012款凯美瑞200g经典被是什么？,2012款凯美瑞 200g 经典版,款型,2012,后驱
二流哈亚铁主要产地是什么地方？,二硫化亚铁铜,主要产地,犹它州宾安、蒙大那州孤山,48%
巴拉拉小魔仙之魔法的考验的总制片人是谁啊？,巴啦啦小魔仙之魔法的考验,总制片人,李晓萍、蔡晓东,柳向阳、梁宇战
超级都市发眼这个文章多长啊？,超级都市法眼,全文长度,777296字,2013年8月
歼-10首飞时间是什么时候啊？,歼-10,首飞,1998年3月23日,2008年12月
你知道英国第一位首相是谁吗？,英国首相,首任,罗伯特·沃波尔 兼任 第一财政大臣及 de facto 第一任首相,1824年
尼尔斯·玻尔影响了谁啊？,尼尔斯·玻尔,施影响于,维尔纳·海森堡 沃尔夫冈·泡利 保罗·狄拉克 莉泽·迈特纳 马克斯·德尔布吕克 和其他多人,欧内斯特·卢瑟福 en:harald høffding
你知道东赞属于什么教啊？,东藏,所属宗教,喇嘛教,台中市
狮子·女巫·魔衣橱的下一部作品是什么?,狮子·女巫·魔衣橱,下一部作品,奇幻马和传说,魔法师的外甥
2012款奥迪r8 5.2 fsi quattro 限量款的产地属性是什么？,2012款奥迪r8 5.2 fsi quattro 限量版,产地属性,进口,跑车
李建男曾任什么职务？,李建南,曾任,泰国李氏宗亲总会理事长,工学博士
隰州的文献记载出自哪本书？,隰州,文献记载,《元和郡县图志》,和谐 求实 创新
宁波胶囊的批准文号是多少？,波宁胶囊,批准文号,国食健字g20040786,胶囊剂
长城x10的输入接口是多少？,长城x10,输出接口,双usb输出,micro usb
koyo 1327249/10轴承的外径是多少？,koyo l327249/10轴承,od(外径),177.008mm,50.292mm
中国（桂林）运通国旅国际会议奖励中心主要干什么工作的啊？,中国（桂林）运通国旅国际会议奖励中心,专注,为境内外跨国公司,会奖服务领域的品牌推广
山东省长我是谁啊？,山东,省长,郭树清,全省国有林场的行业管理
你知道索尼nwz-a 844支持什么功能吗？,索尼nwz-a844（8gb）,fm功能,支持,240万像素xga
你知道欧琳jz2-o186x精英d是什么样子的面板啊？,欧琳jz2-ol86x精英d,面 板,不锈钢面板,脉冲点火
你知道仓木的来历吗？,木仓,来历,清官仓名,60
尼美舒利的药代动力学性质是什么啊？,尼美舒利,药代动力学性质,nan,
大富翁3-天空之城v1使用什么样的游戏环境啊？,大富翁3-天空之城v1.0.2,游戏环境,android 1.5+,鼠标点击操作
15crlmog高压无缝管使用的温度是多大啊？,15cr1mog高压无缝管,使用温度,大于550℃,caydon properties
你知道海尔142all-ak的电视类型是什么啊？,海尔l42a11-ak,电视类型,液晶电视,明睿q1系列
素养坡长多少米啊？,苏洋陂,首长,40米,兴建中
你知道委内瑞拉为什么独立的吗？,委内瑞拉独立日,起源事件,1811年7月5日宣布独立,ven
南区的管辖区是什么？,南区,• 下辖行政区,14洞,台南市
华为c7188的外形是什么颜色啊？,华为 c7188,外形颜色,银灰,cdma2000/cdma1x
firefo os的许可证是什么啊？,firefox os,许可证,mpl[3],36.0 beta 6（2015年2月3日，3天前）  nightly 38.0 alpha 1（每日更新）
我想知道明基tx501投影机的特性是什么啊？,明基 tx501,投影机特性,互动,13.95 米
我想知道凤仪亭被叫做什么啊？,凤仪亭址,称为,韶山八景之二,乌骨山、屋山、熊山
我想知道万利达mc-3302tq的时间设定是什么啊？,万利达mc-3032tq,时间设定,24小时定时预约,粒状
1984年萨拉冬季奥运会的参赛人员是多少啊？,1984年萨拉热窝冬季奥运会,参赛运动员,1272人(274女，998男),韩国高丽亚娜艺术团洪和子、李爱淑、李成揆、李容揆演唱
我想知道古巴国家足球队fifa是什么啊？,古巴国家足球队,fifa代码,cub,92（2011年11月）
2012年伦敦奥运会什么时候开始啊？,2012年伦敦奥运会,开幕时间,2012年7月27日,2012年7月28日-8月13日
我很好奇nexus 7 的像素？,nexus 7,相机,120万像素 (前置),nvidia tegra 3 四核
d-link dns-3201 的传输速度是什么啊？,d-link dns-320l,传输速度,10/100/1000mbps,12.8gbps
你知道2012会计从业资格无纸化考试-会计基础考点精讲及归类题库是那年的版本啊？,2012会计从业资格无纸化考试-会计基础考点精讲及归类题库,版 本,2012,会计从业资格考试研究中心
我想知道6月6日的前一天是哪天？,6月6日,前一天,6月5日,6月7日
飚王诱惑 sfd042（2gb）的宽度是多少毫米？,飚王诱惑 sfd042(2gb),宽度(mm),12.1,1.4英寸液晶显示屏
"“迈阿密""号核潜艇的部队是哪？",“迈阿密”号核潜艇,部队,海军,奥斯卡级核潜艇
狮子·女巫·魔衣橱的上一部作品是什么?,狮子·女巫·魔衣橱,上一部作品,魔法师的外甥,奇幻马和传说
大安大王庙的古建筑群的相关记载出自哪里？,大安大王庙古建筑群,相关记载,《平南县志》,台中市
thinkapad x1的处理器平台是什么？,thinkpad x1,处理器平台,snb(sandybridge),sandy bridge
trojan-downloader.win32.zgent.apv.gif的公开范围是多少?,trojan-downloader.win32.agent.qpv.gif,公开范围,完全公开,下载者
昆明市体育中心游泳馆的开馆时间是什么时候？,昆山市体育中心游泳馆,开馆时间,2012-12-30,是一个大型的体育
昂丹司琼的chenmspider的数值是多少？,昂丹司琼,chemspider,4434,b1 (澳) b (美)
轮回之翼一羽翼的支持人数有几个？,轮回之章－羽翼,支持人数,6个,潇梦临
清菜玉佛寺的供奉神是谁？,清莱玉佛寺,供奉神,玉佛,建于清康熙三十二年（公元1693年）
胡安·帕布罗·蒙托亚是哪一年大奖赛的车手？,2002年法国大奖赛,车手,胡安·帕布罗·蒙托亚,120
李安是谁什么的啊？,李安,生肖,马,中国
兰新高速公路的投资金额是多少？,兰新高速铁路,投资金额,约1700亿元人民币,上海市
nachi 7005ac轴承的厚度大概是是多少？,nachi 7005ac 轴承,厚度 b (mm),12,310mm
厦门市医药研究区他的办公室的结构是什么啊？,厦门市医药研究所,办公室,下设财务室、总务室,3363平方米
一般是由什么部门管理户口的啊？,户口管理,管理部门,民政部门,985工程 211工程
你知道创亿bx-3的适用机型是什么系列吗？,创亿 bx-3,适用机型,canon系列,3.6英寸 480×272像素
三星r439-ds01核心类型是什么？,三星 r439-ds01,核心类型,arrandale,0mhz
浙江省实施《中华人民共和国红十字会法》办法是什么时候通过的？,浙江省实施《中华人民共和国红十字会法》办法,通过日期,1997年9月1日,1997年9月9
习水县人民政府关于切实加强煤矿建设项目管理工作的意见需要些什么？,习水县人民政府关于切实加强煤矿建设项目管理工作的意见,需要,手续证照登记内容发生改变的,煤矿建设项目相关手续必须完善
有人知道海源地震的时候震中经纬度是多少吗？,海原地震,震中经纬度,北纬36.7度，东经105.7度,北纬37度21分，东经114度55分；北纬37度32分，东经115度03分
有人知道2012云南公务员考试-历年真题精解+全真模拟预测试卷（上）行测是谁进行主要编辑的吗？,2012云南公务员考试-历年真题精解+全真模拟预测试卷（上）行测,主 编,李永新,2012
三星sgh-e398配置的标准是什么呢？,三星 sgh-e398,标准配置,锂电池，充电器,黑色
你知道布力般流浪2012年至2013年赛季的观众平均有多少吗？,布力般流浪2012年至2013年赛季,平均观众,"14,974人",contactsales
什么时候叶秀蕃去世下葬的？,叶秀蕃墓,葬于,1966年,叶剑英元帅孙女
你知道有关企业号航空母舰的信息吗？,企业号航空母舰,其它,4座升降台 4座c13蒸气弹射器 模版参考来源：[1],福特级（3号舰）
环保黄铜棒的伸长率大概是多少？,c3604环保黄铜棒,伸长率,≥12,正方晶系
我想知道fa是什么？,fa,性质,足球术语,中国科学院
按照分类的话烧卖属于哪种？,烧麦,分类,小吃，面食,17卷 14卷
清凉寺是在什么地理位置啊？,清凉寺,位置,河北省行唐县,沭阳县城北23公里处的万匹乡
你听过《因为有你》的歌曲是谁原唱的啊？,因为有你,歌曲原唱,j.p.m组合,平装
太平镇有什么著名景点？,太平镇,著名景点,成子湖,桫椤沟、老码头溶洞、月耳坝经果林、三佛寺、的蛟龙沟
苏亚雷斯是哪个运动队的？,苏亚雷斯,所属运动队,利物浦,美洲狮队
古城镇的经纬度是怎样的？,古城镇,地理、人口、经济,34°13′43″n 113°33′23″e / 34.22861°n 113.55626°e坐标：34°13′43″n 113°33′23″e / 34.22861°n 113.55626°e,118平方公里
《对酒》是谁写的？,对酒,作 者,曹操,余华 著
《我们》的编曲者是谁？,我们,编曲,丁炜,余华 著
《我爱你》这首歌有多长时间？,我爱你,歌曲时长,03:16,平装
厄瑞玻斯是什么神？,厄瑞玻斯,所属,原始神祇,古希腊神话
思念是哪个唱片公司发行的？,思念,所属公司,滚石唱片,2000年12月6日
城隍庙占地面积是多少？,城隍庙,占地,4000平方米,3610平方米
动画片小智的配音是谁？,小智,配音,竹内顺子,我和b哥轮智妈 还有谁？
《粉红豹》的imdb是多少？,粉红豹,imdb编码,tt0383216,彩色
南昌工程学院是所什么样的学校？,南昌工程学院,类 别,普通本科高校,忠信笃行，自强不息
惠普 compaq presario cq40-507a的处理器是什么型号？,惠普 compaq presario cq40-507au,处理器型号,amd 双核速龙64 ql-65处理器,2.10ghz
《无事生非》的导演是谁？,无事生非,导 演,martin hellberg,130000 万字
《我爱你》由谁负责作曲？,我爱你,作曲,苏颜ft默梁,平装
梦的偏旁是什么？,梦,部首,木,b78-w54-h78
华为e580的网络是什么模式？,华为e5805,网络模式,双模,800mhz
天柱山又叫做什么？,天柱山,别称,南岳、皖山,古南岳、皖山、皖公山、潜山
你知道谁是东北大学现任校长吗？,东北大学,现任校长,井上明久,joseph e.aoun
《九日》属于什么体裁？,九日,体裁,七言律诗,彩色
《翅膀》是由谁演唱的？,翅膀,演唱者,胡夏,黄海波、杜志国、何赛飞、叶静、唐于鸿、甘婷婷、高斯
和谐号crh2型电力动车组获得什么奖项？,和谐号crh2型电力动车组,备注,中国铁路科学技术奖一等奖,"crh2a：300 kw x 16 = 4,800 kw crh2b/e：300 kw x 32 = 9600 kw crh2c（一阶）：300 kw x 24 = 7,200 kw crh2c（二阶）：365 kw x24 = 8,760 kw"
《帝尊》一共完成多少字数？,帝尊,完成字数,6127139,余华 著
你知道万达广场位于什么地方吗？,万达广场,所在地区,江门市,佛山市南海区桂城桂澜路东侧
《神雕侠侣》是什么时候播出的？,神雕侠侣,播出时间,2014年 每周三至周四晚22：00,由张纪中导演，刘亦菲、黄晓明主演的新版神雕侠侣，于2006年央视首播。
平壤之战最后的结果是什么？,平壤之战,结果,日军损失惨重,日本获胜
《魔神英雄传》的音乐是谁负责的？,魔神英雄传,音乐,兼崎顺一、门仓聡,成都千与千寻网络科技有限公司
《埋伏》这个片子有多长？,埋伏,片 长,90分钟,114分钟
加班费是怎么算的？,加班费,标准,不低于工资的150%的工资报酬,劳动法和国家的有关规定
大魔王现在的状态是怎么样？,大魔王,授权状态,a级签约,现世之章连载中 千年之章已完结
《fantasy》是什么语言版本的？,fantasy,语 言,粤语,日语
《欲魔》有什么色彩？,欲魔,色 彩,彩色,图书
《倔强》的MV是谁导的？,倔强,mv导演,赖伟康,张自强
姜华公司的口号是什么？,姜华,公司口号,绿色环保节能,史蒂夫·乔布斯 史蒂夫·沃兹尼克 罗纳德·韦恩
《莲灯》是什么时候创作的？,莲灯,创作时间,2013年,余华 著
你知道罗技1000无限天貂的接口是什么类型吗？,罗技1000无限天貂鼠标,鼠标接口,usb+ps/2,普通鼠
gez300es轴承的内径是多少？,gez300es轴承,轴承内径,76.2,120.65
(z)-2-（2-氨基噻唑-4-基）-2-（1-羧基-1-甲基）乙氧亚氨基乙酸的化学式怎么写？,(z)-2-（2-氨基噻唑-4-基）-2-（1-羧基-1-甲基）乙氧亚氨基乙酸,化学式,c9h11n3o5s,273.27
2012第四届中美冷链物流会议暨中国国际冷链产业博览交易会在哪里举办？,2012第四届中美冷链物流会议暨中国国际冷链产业博览交易会,举办城市,郑州,物流运输
2014德国杜塞尔多夫国际医疗器械展览会是什么时候举行？,2014德国杜塞尔多夫国际医疗器械展览会,会期,2014年11月12日至2014年11月15日,综合展
溶液培养属于什么一级学科？,溶液培养,一级学科,生态学,生理生态学
溶液培养属于什么二级学科？,溶液培养,二级学科,生理生态学,生态学
康达效应的第一条是什么？,康达效应,第一条,发现,应用
康达效应的第二条是什么？,康达效应,第二条,应用,发现
康达效应的第三条是什么？,康达效应,第三条,升力的成因,应用
有谁知道王磊生于何年何月何日？,王磊,生于,1977年12月26日－,1971年
你知道非影初登场是在哪一集吗？,非影,初登场,霹雳剑踪 第1集,tvb8
谁知道新加坡地铁滨海市区线的目前状况是怎样的？,新加坡地铁滨海市区线,目前状况,家居装修、别墅装修、酒店装修,兴建中
你知道海略在什么地方？,海略,郡,默勒-鲁姆斯达尔郡,福斯纳沃格
三星m158的数据业务是什么？,三星 m158,数据业务,gprs,530万
请问新罗西斯克号航母是在哪里造的？,新罗西斯克号航空母舰,制造厂,尼古拉耶夫造船厂,纽波特纽斯造船及船坞公司
仡隆语现在还有人用吗？,仡隆语,目前状况,使用中,海南省
我很好奇密西西比号上面有什么武器装备？,密西西比号战列舰,武器装备,主炮：4门14吋/50三联装火炮 副炮：22门5吋/51火炮 防空炮：4门3吋/50火炮 2座鱼雷发射管,12座
我想知道金士顿datatraveler的质保到什么时候？,金士顿datatraveler 130(4gb),质保时间,1年,数据库技术
我很好奇iPad是什么时候诞生的？,ipad,诞生时间,2010年,312g
我很好奇西班牙女篮的主教练是谁？,西班牙女子篮球队,主教练,瓦里斯托-佩雷兹,海梅·穆尼奥斯·德尔加多上将
请问宾大的吉祥物是什么？,宾夕法尼亚州立大学,吉祥物,尼特尼狮子（nittany lion）,欧陆、飞驰、慕尚、雅骏、雅致
谁知道世界艺术史：电源卷的精装版有多少页？,世界艺术史：电影卷,精装,300页,单机游戏
谁知道列克星敦号航母的装甲怎么样？,列克星敦号航空母舰,装甲,机库：2.5吋 防护甲板：1.5吋 装甲带：2.5-4吋 防水壁：4吋 指挥塔：1-1.5吋 舵机：2.5吋,4门2联装5吋/38火炮 4门单管5吋/38火炮 8门4联装40毫米高射炮 46挺20毫米机炮
谁知道洋基体育场是谁的？,洋基体育场,业主,纽约洋基,左外野－318呎（96.9米） 左内野－399呎（121.6米） 中外野－408呎（124.3米） 右内野－385呎（117.3米） 右外野－314呎（95.7米）
谁知道列克星敦号航母属于什么级别？,列克星敦号航空母舰,级别,列克星敦级,1991年11月8日
谁知道大黄蜂号航母可以航行多远？,大黄蜂号航空母舰,续航距离,"12,000海浬/15节",1941年10月
请问鞋号是什么意思？,鞋号,表示,鞋的一种简单代号,脚型特点和脚型规律
请问第九届广州（国际）车用空调及冷藏链技术展览会什么时候布展？,第九届广州（国际）车用空调及冷藏链技术展览会,布展时间,2012年2月22-23日,中国进出口商品交易会展览馆
我想知道罗·沃克的女儿是谁？,保罗·沃克,女儿,梅朵·瑞恩,1. 疏朗放诞。
我想知道常州一中现在有多少职员？,常州市第一中学,职员人数,170多人,农历每月第一天
谁知道mick大号手袋有多深？,mick 大号手袋,深度,11cm,5.86万吨
我很好奇中国盐业一共有多少资产？,中国盐业总公司,资产总额,464.37亿元（2012年）,李耀强
我很好奇兰利号航母吃水有多深？,兰利号航空母舰,吃水,7.9米,11000吨
谁知道基辅号航母是什么级别？,基辅号航空母舰,舰级,基辅级航空母舰,922km2
我想知道列克星敦号航母满载的时候排水量是多少？,列克星敦号航空母舰,满载排水量,50000吨,18520千米
我很好奇兰利号航母能开多块？,兰利号航空母舰,最高航速,31.5节,189.7米
请问普林斯顿号航母的标准排水量是多少？,普林斯顿号航空母舰,标准排水量,11000吨,15100吨
请问乔治·h·w·布什号航母现在是什么状况？,乔治·h·w·布什号航空母舰,现况,服役中（截至2015年）,男
我很好奇世界气象公约是什么时候开始执行的？,世界气象组织公约,执行日期,1950-3-23,20个有野心的国王
谁知道燕京大学国旗护卫队有多长时间？,燕山大学国旗护卫队,历时,十九届,美育列为国民教育
请问中国男篮职业联赛什么时候比赛？,中国男子篮球职业联赛,比赛日期,11月—次年2月（常规赛）,国家体育总局手曲棒垒运管中心
请问吉隆坡机场距离市区多远？,吉隆坡国际机场,市区距离,50公里,ory
我想知道华为g700联通版刷机包适合什么机型？,华为 g700联通版刷机包,适合机型,华为 g700联通版,虚影ryr
你知道中宇mcd380的信噪比是多少码,中宇mcd380,信噪比,nan,
中国人民大学经济学研究中心发表了什么刊物？,中国人民大学经济法学研究中心,刊物,《经济法学评论》,毛基业
2012款奥迪r8 5.2 fsi quattro限量版的排量是多少？,2012款奥迪r8 5.2 fsi quattro 限量版,排量,(l)5.2,跑车
《建设工程施工合同》主要介绍什么内容？,《建设工程施工合同》法律详解及案例,内容简介,法律详解及案例,中文
timken 72212c/72487外圈轴承为多少？,timken 72212c/72487轴承,外圈,72487,timken
奥士达c-32的碎纸能力达到多少张一次？,奥士达c-322,碎纸能力,6张/次,粒状
2041年4月30日日食什么时候开始？,2041年4月30日日食,开始时间（utc）,11:52:21,日全食
威刚s501 v2的存储容量有多少？,威刚s501 v2（64gb）,存储容量,64gb,简体中文/繁体中文
九龙巴士249x线回程的分段收费站点叫什么？,九龙巴士249x线,分段收费站点 （回程）,过沙岭隧道后往沙田市中心：hk$5.8,过昂船洲大桥后往青衣铁路站：hk$4.3
飞利浦的水平视角是多少度？,飞利浦55ta200,水平视角,160度,28
微星n520gt暴雪v5 2g d3显示芯片叫什么？,微星n520gt暴雪v5 2g d3,显卡芯片,geforce gt520,nvidia
珠海市现在的领导叫什么？,珠海,现任领导,市委书记：李嘉、市长：何宁卡,第八届人民政府第18次常务会议
九龙巴士249x线去时的分段收费站点叫什么？,九龙巴士249x线,分段收费站点 （去程）,过昂船洲大桥后往青衣铁路站：hk$4.3,过沙岭隧道后往沙田市中心：hk$5.8
静虚的解释是什么？,静虚,解释1,清净无欲,恬淡平和
保险公司有哪些行为能力？,保险公司偿付能力,行为,偿付,人寿保险，资产管理，银行
玉米秸秆粉碎机有哪两个特点？,玉米秸秆粉碎机,特点2,自动喂料、安全可靠,结构合理、移动方便
常州蓝色快舟酒店是什么类型的酒店？,常州蓝色快舟酒店（青山店）,酒店类型,二星级酒店,黄山风景区汤口镇逍遥水街8号楼
文峰塔有多高？,文峰塔,塔高,四米,48.5米
些路迪足球队有何内容？,些路迪足球队,内容一,球队历史,主场球场
联想thinkpad sl300的最大内存是多少？,联想thinkpad sl300(27382qc),最大支持内存,4gb,sandy bridge
这个夏天由谁负责后期？,这个夏天,后期,威仔,1057年12月
飞狐外传的下一部作品是什么？,飞狐外传,下一部作品,倚天屠龙记,雪山飞狐
我的前夫原本叫什么？,我的前夫,作品原名,青春之歌,弄假成真
同云冈建国宾馆的主楼有几层？,同云冈建国宾馆(大同云冈宾馆),主楼高,28层,整车销售、售后服务、配件供应
第四届宋庆龄杯两岸暨港澳青少年足球赛一共入了多少个球？,第四届宋庆龄杯两岸暨港澳青少年足球赛,总入球数,25球（每场4.17球）,6场
那么5月27日的前一天是什么？,5月27日,前一天,5月26日,5月27日
请问双叶sa的下行营业时间是什么？,双叶sa,下行营业时间,9:00-17:00（平日） 8:00-17:00（假日）,9:00-17:00（平日） 9:00-18:00（假日）
有谁知道飞狐外传的上一部作品是什么？,飞狐外传,上一部作品,雪山飞狐,倚天屠龙记
请问十大气势背景音乐排名第二的是什么？,十大气势背景音乐,第二名,the dawn,the mass
请问灾难灰姑娘的男主角是谁？,灾难灰姑娘,男主角,慕容哲风,商迪
pci-usb口的扩展卡有哪些特征？,pci-usb口扩展卡,扩展卡,属于扩展硬件之一,26
南京2014年的生产总值是多少？,南京,地区生产总值,8820.75亿元人民币（2014年）,简体中文/繁体中文
请问关兴或张苞的体力是多少？,关兴/张苞,体力,4,关平、关索
大家知道如何恢复河流的生态吗？,河流生态恢复,治理,修复河床断面,inermis
请问液晶显示便携式x光机的分辨率是多少？,液晶显示便携式x光机,分 辨 率,nan,
