question,entity,attribute,answer,predict_answer
太平镇有什么著名景点？,太平镇,著名景点,成子湖,桫椤沟、老码头溶洞、月耳坝经果林、三佛寺、的蛟龙沟
苏亚雷斯是哪个运动队的？,苏亚雷斯,所属运动队,利物浦,美洲狮队
古城镇的经纬度是怎样的？,古城镇,地理、人口、经济,34°13′43″n 113°33′23″e / 34.22861°n 113.55626°e坐标：34°13′43″n 113°33′23″e / 34.22861°n 113.55626°e,"北靠进富利乡,南接莲山镇,西临龟石水库,柳家和富阳乡。"
《对酒》是谁写的？,对酒,作 者,曹操,余华 著
《我们》的编曲者是谁？,我们,编曲,丁炜,余华 著
《我爱你》这首歌有多长时间？,我爱你,歌曲时长,03:16,平装
厄瑞玻斯是什么神？,厄瑞玻斯,所属,原始神祇,古希腊神话
城隍庙占地面积是多少？,城隍庙,占地,4000平方米,3610平方米
动画片小智的配音是谁？,小智,配音,竹内顺子,我和b哥轮智妈 还有谁？
《粉红豹》的imdb是多少？,粉红豹,imdb编码,tt0383216,彩色
惠普 compaq presario cq40-507a的处理器是什么型号？,惠普 compaq presario cq40-507au,处理器型号,amd 双核速龙64 ql-65处理器,2.10ghz
《无事生非》的导演是谁？,无事生非,导 演,martin hellberg,130000 万字
《我爱你》由谁负责作曲？,我爱你,作曲,苏颜ft默梁,平装
梦的偏旁是什么？,梦,部首,木,中国社会科学院文学研究所专家介绍，《红楼梦《石头记》流传，不幸的是八十回后竟“迷失无稿”。程伟元经“竭 力搜罗”补成全书，名为《绣像红楼梦》，于乾隆五十六年（1791年）由萃文书屋活字排印出版。》最初以抄本
华为e580的网络是什么模式？,华为e5805,网络模式,双模,800mhz
你知道谁是东北大学现任校长吗？,东北大学,现任校长,井上明久,joseph e.aoun
《九日》属于什么体裁？,九日,体裁,七言律诗,彩色
《翅膀》是由谁演唱的？,翅膀,演唱者,胡夏,黄海波、杜志国、何赛飞、叶静、唐于鸿、甘婷婷、高斯
《帝尊》一共完成多少字数？,帝尊,完成字数,6127139,114分钟
你知道万达广场位于什么地方吗？,万达广场,所在地区,江门市,佛山市南海区桂城桂澜路东侧
《神雕侠侣》是什么时候播出的？,神雕侠侣,播出时间,2014年 每周三至周四晚22：00,由张纪中导演，刘亦菲、黄晓明主演的新版神雕侠侣，于2006年央视首播。
平壤之战最后的结果是什么？,平壤之战,结果,日军损失惨重,日本获胜
《魔神英雄传》的音乐是谁负责的？,魔神英雄传,音乐,兼崎顺一、门仓聡,苏州子恒网络有限公司
《埋伏》这个片子有多长？,埋伏,片 长,90分钟,114分钟
加班费是怎么算的？,加班费,标准,不低于工资的150%的工资报酬,劳动法和国家的有关规定
大魔王现在的状态是怎么样？,大魔王,授权状态,a级签约,现世之章连载中 千年之章已完结
《欲魔》有什么色彩？,欲魔,色 彩,彩色,这是两个时代相遇以后出生的小说，前一个是文革中的故事，那是一个精神狂热、本能压抑和命运惨烈的时代，相当于欧洲的中世纪；后一个是现在的故事，那是一个伦理颠覆、浮躁纵欲和众生万象的时代，更甚于今天的欧洲。
《倔强》的MV是谁导的？,倔强,mv导演,赖伟康,张自强
周秀娜有过什么作品？,周秀娜,其他作品,《我爱万人迷》、《老冯日记》,《婚前试爱》、《唐朝浪漫英雄》、《纸月亮》、《西游》、《夜店诡谈》、《非狐外传》
姜华公司的口号是什么？,姜华,公司口号,绿色环保节能,全球
《莲灯》是什么时候创作的？,莲灯,创作时间,2013年,16开
你知道罗技1000无限天貂的接口是什么类型吗？,罗技1000无限天貂鼠标,鼠标接口,usb+ps/2,普通鼠
(z)-2-（2-氨基噻唑-4-基）-2-（1-羧基-1-甲基）乙氧亚氨基乙酸的化学式怎么写？,(z)-2-（2-氨基噻唑-4-基）-2-（1-羧基-1-甲基）乙氧亚氨基乙酸,化学式,c9h11n3o5s,273.27
请问大家知道上游水库的容量是多少吗？,上游水库,正常库容,1500万立方米,140平方公里
2012第四届中美冷链物流会议暨中国国际冷链产业博览交易会在哪里举办？,2012第四届中美冷链物流会议暨中国国际冷链产业博览交易会,举办城市,郑州,物流运输
马铃薯灰霉病的病原是什么？,马铃薯灰霉病,病原中文名,灰葡萄孢,半知菌亚门真菌
浙江省宁波市中级人民法院在哪？,浙江省宁波市中级人民法院,区位,浙江省宁波市江东区,12368
你知道非影初登场是在哪一集吗？,非影,初登场,霹雳剑踪 第1集,tvb8
谁知道新加坡地铁滨海市区线的目前状况是怎样的？,新加坡地铁滨海市区线,目前状况,家居装修、别墅装修、酒店装修,兴建中
你知道海略在什么地方？,海略,郡,默勒-鲁姆斯达尔郡,福斯纳沃格
三星m158的数据业务是什么？,三星 m158,数据业务,gprs,530万
请问新罗西斯克号航母是在哪里造的？,新罗西斯克号航空母舰,制造厂,尼古拉耶夫造船厂,纽波特纽斯造船及船坞公司
请问九龙巴士15a线总共有多长？,九龙巴士15a线,全程行驶里程,12.9公里,龙翔道往慈云山（北）：hk$5.1
我很好奇密西西比号上面有什么武器装备？,密西西比号战列舰,武器装备,主炮：4门14吋/50三联装火炮 副炮：22门5吋/51火炮 防空炮：4门3吋/50火炮 2座鱼雷发射管,12座
我想知道金士顿datatraveler的质保到什么时候？,金士顿datatraveler 130(4gb),质保时间,1年,数据库技术
我很好奇iPad是什么时候诞生的？,ipad,诞生时间,2010年,"9.7英寸（250毫米） 1,536 x 2,048 nbsp;px 264 ppi 4:3 比例 7.9 in（200 mm）"
我很好奇西班牙女篮的主教练是谁？,西班牙女子篮球队,主教练,瓦里斯托-佩雷兹,海梅·穆尼奥斯·德尔加多上将
请问宾大的吉祥物是什么？,宾夕法尼亚州立大学,吉祥物,尼特尼狮子（nittany lion）,欧陆、飞驰、慕尚、雅骏、雅致
谁知道世界艺术史：电源卷的精装版有多少页？,世界艺术史：电影卷,精装,300页,单机游戏
谁知道列克星敦号航母的装甲怎么样？,列克星敦号航空母舰,装甲,机库：2.5吋 防护甲板：1.5吋 装甲带：2.5-4吋 防水壁：4吋 指挥塔：1-1.5吋 舵机：2.5吋,4门2联装5吋/38火炮 4门单管5吋/38火炮 8门4联装40毫米高射炮 46挺20毫米机炮
我想知道移山倒海是褒义词还是贬义词？,移山倒海,感情色彩,褒义词,常用
谁知道列克星敦号航母属于什么级别？,列克星敦号航空母舰,级别,列克星敦级,18520千米
谁知道大黄蜂号航母可以航行多远？,大黄蜂号航空母舰,续航距离,"12,000海浬/15节",1941年10月
请问第九届广州（国际）车用空调及冷藏链技术展览会什么时候布展？,第九届广州（国际）车用空调及冷藏链技术展览会,布展时间,2012年2月22-23日,中国进出口商品交易会展览馆
我想知道罗·沃克的女儿是谁？,保罗·沃克,女儿,梅朵·瑞恩,1. 疏朗放诞。
我想知道常州一中现在有多少职员？,常州市第一中学,职员人数,170多人,饮酒
谁知道mick大号手袋有多深？,mick 大号手袋,深度,11cm,5.86万吨
我很好奇中国盐业一共有多少资产？,中国盐业总公司,资产总额,464.37亿元（2012年）,李耀强
我很好奇兰利号航母吃水有多深？,兰利号航空母舰,吃水,7.9米,11000吨
谁知道基辅号航母是什么级别？,基辅号航空母舰,舰级,基辅级航空母舰,922km2
我想知道列克星敦号航母满载的时候排水量是多少？,列克星敦号航空母舰,满载排水量,50000吨,18520千米
我很好奇兰利号航母能开多块？,兰利号航空母舰,最高航速,31.5节,189.7米
请问普林斯顿号航母的标准排水量是多少？,普林斯顿号航空母舰,标准排水量,11000吨,2座升降台 1座弹射器 模版参考来源：[1]
请问乔治·h·w·布什号航母现在是什么状况？,乔治·h·w·布什号航空母舰,现况,服役中（截至2015年）,男
我很好奇世界气象公约是什么时候开始执行的？,世界气象组织公约,执行日期,1950-3-23,20个有野心的国王
谁知道燕京大学国旗护卫队有多长时间？,燕山大学国旗护卫队,历时,十九届,美育列为国民教育
请问中国男篮职业联赛什么时候比赛？,中国男子篮球职业联赛,比赛日期,11月—次年2月（常规赛）,国家体育总局手曲棒垒运管中心
请问吉隆坡机场距离市区多远？,吉隆坡国际机场,市区距离,50公里,巴黎
我想知道华为g700联通版刷机包适合什么机型？,华为 g700联通版刷机包,适合机型,华为 g700联通版,虚影ryr
你知道中宇mcd380的信噪比是多少码,中宇mcd380,信噪比,nan,
中国人民大学经济学研究中心发表了什么刊物？,中国人民大学经济法学研究中心,刊物,《经济法学评论》,毛基业
2012款奥迪r8 5.2 fsi quattro限量版的排量是多少？,2012款奥迪r8 5.2 fsi quattro 限量版,排量,(l)5.2,跑车
《建设工程施工合同》主要介绍什么内容？,《建设工程施工合同》法律详解及案例,内容简介,法律详解及案例,大陆
timken 72212c/72487外圈轴承为多少？,timken 72212c/72487轴承,外圈,72487,timken
奥士达c-32的碎纸能力达到多少张一次？,奥士达c-322,碎纸能力,6张/次,粒状
威刚s501 v2的存储容量有多少？,威刚s501 v2（64gb）,存储容量,64gb,简体中文/繁体中文
飞利浦的水平视角是多少度？,飞利浦55ta200,水平视角,160度,1920*1080
珠海市现在的领导叫什么？,珠海,现任领导,市委书记：李嘉、市长：何宁卡,公司成立于2006年
保险公司有哪些行为能力？,保险公司偿付能力,行为,偿付,人寿保险，资产管理，银行
常州蓝色快舟酒店是什么类型的酒店？,常州蓝色快舟酒店（青山店）,酒店类型,二星级酒店,黄山风景区汤口镇逍遥水街8号楼
静虚第二种解释是什么？,静虚,解释2,恬淡平和,清净无欲
联想thinkpad sl300的最大内存是多少？,联想thinkpad sl300(27382qc),最大支持内存,4gb,sandy bridge
这个夏天由谁负责后期？,这个夏天,后期,威仔,萧皇后
我的前夫原本叫什么？,我的前夫,作品原名,青春之歌,头师父一体
同云冈建国宾馆的主楼有几层？,同云冈建国宾馆(大同云冈宾馆),主楼高,28层,整车销售、售后服务、配件供应
尼美舒利怎样代谢掉？,尼美舒利,排泄,"renal (50%), fecal (29%)",
pci-usb口的扩展卡有哪些特征？,pci-usb口扩展卡,扩展卡,属于扩展硬件之一,26
南京2014年的生产总值是多少？,南京,地区生产总值,8820.75亿元人民币（2014年）,简体中文/繁体中文
请问关兴或张苞的体力是多少？,关兴/张苞,体力,4,关平、关索
大家知道如何恢复河流的生态吗？,河流生态恢复,治理,修复河床断面,inermis
请问液晶显示便携式x光机的分辨率是多少？,液晶显示便携式x光机,分 辨 率,nan,
